Product_name,Price,Ratings,Features,pagenum,Original_Price,Discount,Review
realme TechLife 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi 5-in-1 Convertible with Rapid Cool S...,"₹22,990",4.2,Annual Power Usage: 678.85 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,6,"₹47,899",52% off,"1,141 Ratings & 114 Reviews"
Blue Star 2023 Model 1 Ton 3 Star Split Inverter AC,"₹33,850",4.1,"Annual Power Usage: 704.42 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",6,"₹52,900",36% off,"4,392 Ratings & 411 Reviews"
"TCL 2025 Model 1.5 Ton 3 Star Split Dual Inverter 5 Step Convetible with Powerful Turbo cooling, Energ...","₹27,990",4.1,"Annual Power Usage: 993.57 UnitsRoom Size: 111 - 150 sqft1Year Comprehensive, PCB 5 Year and Compressor 10Year",6,"₹52,991",47% off,"1,067 Ratings & 126 Reviews"
Hitachi 2025 Model 2 Ton 3 Star Split Inverter AC,"₹43,990",4,Annual Power Usage: 1277.22 kWhRoom Size: 151 - 200 sqft,6,"₹68,100",35% off,507 Ratings & 67 Reviews
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,"₹35,490",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",6,"₹65,900",46% off,"35,529 Ratings & 4,403 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",6,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Godrej 2024 Model 1.5 Ton 3 Star Hot and Cold Split Inverter AC,"₹35,779",4,"Annual Power Usage: 905.41 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",6,"₹55,900",35% off,"18,268 Ratings & 1,519 Reviews"
"Haier 2025 Model 1.5 Ton 3 Star Window Air Flow, Anti Bacterial Filter, 54 High Ambient Performance, D...","₹25,390",3.9,Annual Power Usage: 1192.12 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 6 Years Warranty on Compressor,6,"₹43,600",41% off,407 Ratings & 36 Reviews
Voltas 2025 Model 1 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹32,990",4.2,"Annual Power Usage: 518.75 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product,5 Years on PCB and 10 Years Warranty on Compressor",6,"₹58,890",43% off,"1,843 Ratings & 234 Reviews"
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹34,490",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",6,"₹65,083",47% off,"20,904 Ratings & 2,368 Reviews"
Blue Star 2023 Model 1 Ton 5 Star Split Inverter AC,"₹36,990",4.1,"Annual Power Usage: 517.12 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",6,"₹63,500",41% off,"2,215 Ratings & 226 Reviews"
Haier 2024 Model 1.5 Ton 3 Star Window AC,"₹25,320",3.9,Annual Power Usage: 1192.12 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,6,"₹42,000",39% off,407 Ratings & 36 Reviews
Blue Star 2025 Model 0.8 Ton 3 Star Window Inverter AC,"₹23,290",4.1,Annual Power Usage: 611.54 kWhRoom Size: 90 sqft or BelowWarranty of the Product is Limited to Manufacturing Defects Only,7,"₹27,600",15% off,494 Ratings & 33 Reviews
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,"₹26,990",4,"Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",7,"₹38,600",30% off,"7,273 Ratings & 668 Reviews"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,7,"₹53,830",35% off,"20,403 Ratings & 1,536 Reviews"
Godrej 2025 Model 1 Ton 5 Star Split Inverter 5-In-1-Convertible CoolingI-sense Technology with Blue F...,"₹29,990",4,"Annual Power Usage: 516.37 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",7,"₹45,050",33% off,"2,336 Ratings & 235 Reviews"
"Panasonic 2024 Model 1.5 Ton 5 Star Split Inverter with Wi-fi 7 in 1 Convertible with True AI Mode, Ma...","₹37,790",4.3,"Annual Power Usage: 774.19 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",7,"₹63,400",40% off,"19,993 Ratings & 2,150 Reviews"
Voltas 2024 Model 1.5 Ton 5 Star Window Inverter AC,"₹31,990",4.3,Annual Power Usage: 5050 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Year Warranty on Compressor,7,"₹49,990",36% off,"8,289 Ratings & 876 Reviews"
Haier Kinouchi Limited Edition 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,990",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,7,"₹78,200",41% off,178 Ratings & 16 Reviews
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹27,990",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",7,"₹52,390",46% off,"7,817 Ratings & 861 Reviews"
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹30,900",4.2,Annual Power Usage: 975.26 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor*,7,"₹54,990",43% off,"76,308 Ratings & 6,621 Reviews"
Blue Star 2025 Model 1 Ton Portable AC,"₹30,900",3.7,"Room Size: 90 sqft or Below1 Year Warranty on product, 5 Year Warranty on Compressor.",7,"₹39,000",20% off,"4,720 Ratings & 632 Reviews"
Panasonic 2024 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,"₹32,990",4.2,"Annual Power Usage: 524.08 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",7,"₹54,100",39% off,"3,860 Ratings & 426 Reviews"
ONIDA 2025 Model 1.5 Ton 3 Star Split Inverter 5-in-1 Convertible Cooling with Deep Cleaning AC,"₹27,190",4.1,Annual Power Usage: 952.59 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,7,"₹42,290",35% off,"15,059 Ratings & 1,776 Reviews"
Godrej 2025 Model 1.4 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling Heavy Duty Cooling At Extre...,"₹28,490",3.9,"Annual Power Usage: 905.88 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",7,"₹40,450",29% off,"2,554 Ratings & 205 Reviews"
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,"₹35,490",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",7,"₹65,900",46% off,"35,529 Ratings & 4,403 Reviews"
Godrej 2024 Model 1.5 Ton 5 Star Window Inverter With Pure Air Filter AC,"₹30,999",4,"Annual Power Usage: 1111.64 WRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",7,"₹60,999",49% off,619 Ratings & 60 Reviews
Hitachi 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹41,490",4,"Annual Power Usage: 774.58 kWhRoom Size: 111 - 150 sqft1 Year on the product, 5 Years on Component (including PCB) and 10 Years on the Compressor",7,"₹67,600",38% off,"4,986 Ratings & 700 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",7,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Voltas 2025 Model 1 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹32,990",4.2,"Annual Power Usage: 518.75 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product,5 Years on PCB and 10 Years Warranty on Compressor",7,"₹58,890",43% off,"1,843 Ratings & 234 Reviews"
realme TechLife 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi 5-in-1 Convertible with Rapid Cool S...,"₹22,990",4.2,Annual Power Usage: 684.78 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,7,"₹47,899",52% off,"1,141 Ratings & 114 Reviews"
LG 2025 Model 2 Ton 3 Star Split AI Dual Inverter AI Convertible 6-in-1 Faster Cooling and Energy Savi...,"₹47,990",4.1,"Annual Power Usage: 1218.49 UnitsRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive warranty period only)",7,"₹82,794",42% off,"1,471 Ratings & 111 Reviews"
Whirlpool 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹29,990",4.1,"Annual Power Usage: 941.42 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",7,"₹57,155",47% off,"29,645 Ratings & 3,512 Reviews"
Voltas 2024 Model 1.5 Ton 3 Star Split Inverter AC,"₹31,990",4.2,"Annual Power Usage: 1037.79 UnitsRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",7,"₹70,990",54% off,"76,308 Ratings & 6,621 Reviews"
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹34,490",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",7,"₹65,083",47% off,"20,904 Ratings & 2,368 Reviews"
"Godrej 2025 Model 1.5 Ton 4 Star Split Inverter 5-In-1-Convertible Cooling, 4 Way Air Swing And Heavy ...","₹30,990",4,"Annual Power Usage: 835.07 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",7,"₹46,000",32% off,"9,395 Ratings & 703 Reviews"
Godrej 2024 Model 1.5 Ton 3 Star Split Inverter AC,"₹26,799",4,"Annual Power Usage: 1003.51 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on the Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",8,"₹47,990",44% off,"18,268 Ratings & 1,519 Reviews"
Panasonic 2023 Model 1 Ton 5 Star Split Inverter with Wi-fi Convertible 7-in-1 with Additional AI Mode...,"₹32,490",4.2,"Annual Power Usage: 531.41 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",8,"₹64,400",49% off,"3,860 Ratings & 426 Reviews"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,8,"₹53,830",35% off,"20,403 Ratings & 1,536 Reviews"
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹27,990",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",8,"₹52,390",46% off,"7,817 Ratings & 861 Reviews"
"Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi with Powerful cooling & Energy saving, 120...","₹44,490",4.2,"Annual Power Usage: 751.24 UnitsRoom Size: 111 - 150 sqft5 years comprehensive warranty on product + Additional 5 Months Warranty if purchase between 22nd September 2025 -10th November 2025, 10 years on compressor",8,"₹84,790",47% off,"25,530 Ratings & 2,605 Reviews"
"LG 2025 Model 2 Ton 3 Star Split AI Dual Inverter AI Convertible 6-in-1, with Faster Cooling and Energ...","₹48,890",4.1,"Annual Power Usage: 1218.49 WRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive warranty period only)",8,"₹95,990",49% off,"1,471 Ratings & 111 Reviews"
"Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter 5400FXL ice Clean, Xpandable Plus, Long air throw wit...","₹31,490",4,"Annual Power Usage: 758.52 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor.",8,"₹74,100",57% off,"4,986 Ratings & 700 Reviews"
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter ir throw with Hexa Sensor Technology AC,"₹26,490",4,"Annual Power Usage: 1012.62 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor.",8,"₹63,100",58% off,"10,195 Ratings & 1,239 Reviews"
Haier Kinouchi Limited Edition 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,990",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,8,"₹78,200",41% off,178 Ratings & 16 Reviews
"Haier 2025 Model 1.5 Ton 3 Star Split Inverter Intelli-Convertible 7 in1 ConvertibleHD Filter, Frost S...","₹31,790",4,Annual Power Usage: 941.42 UnitsRoom Size: 111 - 150 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation). Installation by Haier/authorized centers & 2 maintenance services (paid) yearly is mandatory. T&C apply; excludes gas/plastic parts,8,"₹57,400",44% off,"5,319 Ratings & 534 Reviews"
realme TechLife 2024 Model 1 Ton 3 Star Split Inverter with Wi-fi 4-in-1 Convertible with Rapid Cool S...,"₹22,990",4.2,Annual Power Usage: 675.18 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years on Compressor,8,"₹49,999",54% off,"1,141 Ratings & 114 Reviews"
Lloyd 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹29,990",4.1,"Annual Power Usage: 990.77 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",8,"₹61,990",51% off,"19,173 Ratings & 2,108 Reviews"
Haier 2025 Model 1.5 Ton 4 Star Split Triple Inverter with Wi-fi AC,"₹35,990",4,Annual Power Usage: 913 kWhRoom Size: 111 - 150 sqft5 years warranty on the product and 12 years warranty on the compressor,8,"₹67,600",46% off,207 Ratings & 15 Reviews
"Blue Star 2020 Model 1 Ton Portable with Multi Sensors, Self Diagnosis Hydrophilic Gold Fins for Prote...","₹30,900",3.7,Annual Power Usage: 0 UnitsRoom Size: 90 sqft or Below1 Year on Product and 5 Years Warranty on Compressor From Blue Star,8,"₹39,000",20% off,"4,720 Ratings & 632 Reviews"
Lloyd 2024 Model 1.5 Ton 5 Star Split Inverter AC,"₹28,490",4.1,"Annual Power Usage: 758.96 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",8,"₹67,990",58% off,"10,706 Ratings & 1,305 Reviews"
Lloyd 2023 Model 1.5 Ton 3 Star Window AC,"₹25,990",4.1,Annual Power Usage: 1180.51 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,8,"₹43,990",40% off,"3,115 Ratings & 333 Reviews"
Lloyd 2025 Model 1 Ton 3 Star Split Inverter AC,"₹29,000",4.1,"Annual Power Usage: 698.48 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",8,"₹45,990",36% off,"4,836 Ratings & 537 Reviews"
Hitachi 2025 Model 1.5 Ton 3 Star Window Inverter AC,"₹29,799",4.1,"Annual Power Usage: 1194.27 UnitsRoom Size: 111 - 150 sqft1 Year Product Warrenty, 5 Years comprehensive warranty and 5 Years Warranty on Compressor",8,"₹41,499",28% off,"6,338 Ratings & 663 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",8,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Voltas 2025 Model 1 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹32,990",4.2,"Annual Power Usage: 518.75 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product,5 Years on PCB and 10 Years Warranty on Compressor",8,"₹58,890",43% off,"1,843 Ratings & 234 Reviews"
LG 2025 Model 1.5 Ton 3 Star Split AI Dual Inverter with Wi-fi AI Plus Convertible 6-in-1 with Energy ...,"₹34,990",4.1,"Annual Power Usage: 852.44 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive warranty period only)",8,"₹77,990",55% off,"39,677 Ratings & 3,779 Reviews"
Lloyd 2025 Model 2 Ton 3 Star Split Inverter AC,"₹41,449",3.9,"Annual Power Usage: 1264.42 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",8,"₹77,000",46% off,614 Ratings & 51 Reviews
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹34,490",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",8,"₹65,083",47% off,"20,904 Ratings & 2,368 Reviews"
Whirlpool 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹29,990",4.1,"Annual Power Usage: 941.42 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",8,"₹57,155",47% off,"29,645 Ratings & 3,512 Reviews"
"Panasonic 2024 Model 1.5 Ton 4 Star Split Inverter with Wi-fi 7 in 1 Convertible with True AI Mode, Ma...","₹42,850",4.1,"Annual Power Usage: 876.76 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",9,"₹60,500",29% off,"1,933 Ratings & 226 Reviews"
Lloyd 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi Anti-Viral AC,"₹44,990",4.1,"Annual Power Usage: 751.65 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",9,"₹77,990",42% off,"10,706 Ratings & 1,305 Reviews"
Lloyd 2023 Model 1.5 Ton 3 Star Split Inverter AC,"₹30,900",4.1,Annual Power Usage: 999.49 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,9,"₹53,900",42% off,"19,173 Ratings & 2,108 Reviews"
Godrej 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi With 4 Way Air Swing and Pure Air Filter AC,"₹27,650",4,"Annual Power Usage: 1054 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",9,"₹42,500",34% off,"7,273 Ratings & 668 Reviews"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,9,"₹53,830",35% off,"20,403 Ratings & 1,536 Reviews"
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹27,990",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",9,"₹52,390",46% off,"7,817 Ratings & 861 Reviews"
Godrej 2025 Model 1.4 Ton 5 Star Split Inverter 5-In-1 Convertible CoolingHeavy Duty Cooling at Extrem...,"₹29,490",3.9,"Annual Power Usage: 690.34 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",9,"₹46,000",35% off,73 Ratings & 4 Reviews
LG 2025 Model 1.5 Ton 3 Star Window Dual Inverter Convertible 4-in-1 Cooling with Faster Cooling and E...,"₹31,990",4.1,"Annual Power Usage: 1115.04 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive warranty period only)",9,"₹67,990",52% off,"4,629 Ratings & 439 Reviews"
Haier Kinouchi Limited Edition 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,990",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,9,"₹78,200",41% off,178 Ratings & 16 Reviews
Haier 2025 Model 1.5 Ton 4 Star Split Triple Inverter with Wi-fi AC,"₹35,990",4,Annual Power Usage: 913 kWhRoom Size: 111 - 150 sqft5 years warranty on the product and 12 years warranty on the compressor,9,"₹67,600",46% off,207 Ratings & 15 Reviews
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹32,599",4.2,Annual Power Usage: 1037.79 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,9,"₹68,999",52% off,"76,308 Ratings & 6,621 Reviews"
Lloyd 2022 Model 1.5 Ton 3 Star Split Inverter AC,"₹30,900",4.1,Annual Power Usage: 1002.76 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,9,"₹59,990",48% off,"19,173 Ratings & 2,108 Reviews"
Lloyd 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹38,190",4.1,"Annual Power Usage: 715.07 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",9,"₹60,990",37% off,"10,706 Ratings & 1,305 Reviews"
Godrej 2024 Model 2 Ton 5 Star Split Inverter with 4-way Air Swing AC AC,"₹41,990",4,"Annual Power Usage: 916.68 UnitsRoom Size: 151 - 200 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",9,"₹63,600",33% off,201 Ratings & 17 Reviews
"Blue Star 2020 Model 1 Ton Portable with Multi Sensors, Self Diagnosis Hydrophilic Gold Fins for Prote...","₹30,900",3.7,Annual Power Usage: 0 UnitsRoom Size: 90 sqft or Below1 Year on Product and 5 Years Warranty on Compressor From Blue Star,9,"₹39,000",20% off,"4,720 Ratings & 632 Reviews"
Voltas 2025 Model 1 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹32,990",4.2,"Annual Power Usage: 518.75 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product,5 Years on PCB and 10 Years Warranty on Compressor",9,"₹58,890",43% off,"1,843 Ratings & 234 Reviews"
Blue Star 2025 Model 1.5 Ton 5 Star Window Inverter AC,"₹33,590",4.2,Annual Power Usage: 1089.35 kWhRoom Size: 111 - 150 sqftWarranty of the Product is Limited to Manufacturing Defects Only,9,"₹49,900",32% off,"1,422 Ratings & 139 Reviews"
Blue Star 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹42,990",4.2,Annual Power Usage: 783.33 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty,9,"₹70,500",39% off,"12,523 Ratings & 1,070 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",9,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹34,490",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",9,"₹65,083",47% off,"20,904 Ratings & 2,368 Reviews"
Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC,"₹42,799",4.2,"Annual Power Usage: 1540 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor",9,"₹67,200",36% off,"14,200 Ratings & 1,256 Reviews"
Godrej 2023 Model 1.5 Ton 3 Star Window Inverter Anti-Dust Filter with Anti-Freeze Thermostat AC,"₹27,849",4,Annual Power Usage: 1262.92 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,9,"₹46,990",40% off,"1,858 Ratings & 137 Reviews"
